ClientID,ClientName,ClientType,Region,Country,RelationshipManager,KYCStatus,KYCSubmissionDate,KYCLastUpdate,ExpiryDate,SourceSystem,RiskRating,ReviewFrequency,AssetsUnderManagement,DaysToExpiry
C101589,Atlas Enterprises 1589,Corporate,Oceania,New Zealand,RM_42,Valid,2022-12-16,2023-06-03,2024-01-29,Onboarding Portal,High,Quarterly,12942052.43,-631
C101590,Horizon Partners 1590,Corporate,LATAM,Brazil,RM_26,Valid,2023-12-09,2024-05-18,2025-02-28,Batch Upload,High,Semi-Annual,35797403.45,-235
C101591,Riverside Holdings 1591,Corporate,LATAM,Chile,RM_47,Valid,2022-01-19,2022-02-01,2024-01-11,Onboarding Portal,Low,Semi-Annual,8755939.85,-649
C101592,Greenfield Investments 1592,Corporate,North America,United States,RM_24,Missing,2023-01-27,2023-06-08,2024-07-21,Salesforce,High,Annual,21372796.32,-457
C101593,Alice Johnson,Individual,LATAM,Chile,RM_27,Expired,2023-04-05,2023-04-30,2021-03-06,Onboarding Portal,Low,Annual,101813.27,-1690
C101594,Greenfield Ltd 1594,Corporate,Africa,Kenya,RM_34,Expired,2023-01-29,2023-02-07,2021-10-10,Salesforce,Medium,Annual,19769925.1,-1472
C101595,Carlos Patel,Individual,APAC,China,RM_38,Valid,2022-08-12,2022-09-17,2024-01-19,Onboarding Portal,Low,Semi-Annual,135731.6,-641
C101596,Carlos Singh,Individual,LATAM,Colombia,RM_34,Valid,2022-05-09,2022-11-09,2024-01-10,Onboarding Portal,Medium,Annual,242606.89,-650
C101597,John Singh,Individual,Oceania,New Zealand,RM_04,Pending Review,2022-05-25,2022-07-03,2023-06-08,Onboarding Portal,Low,Semi-Annual,152583.74,-866
C101598,Carlos Singh,Individual,EMEA,United Kingdom,RM_43,Valid,2024-09-07,2025-03-05,2027-02-11,Salesforce,Low,Annual,177371.75,478
C101599,Summit Investments 1599,Corporate,Oceania,New Zealand,RM_42,Missing,2023-03-24,2023-10-10,2024-05-17,Onboarding Portal,High,Semi-Annual,44814063.47,-522
C101600,Horizon Investments 1600,Corporate,North America,Canada,RM_26,Valid,2023-11-03,2024-03-12,2025-03-08,Onboarding Portal,Critical,Semi-Annual,37424082.38,-227
C101601,Atlas Ltd 1601,Corporate,LATAM,Chile,RM_06,Valid,2024-08-27,2025-01-12,2025-12-18,Onboarding Portal,Medium,Annual,15182512.91,58
C101602,Chen Patel,Individual,North America,Canada,RM_42,Valid,2022-12-10,2023-03-05,2023-06-25,Manual Entry,Low,Annual,78245.51,-849
C101603,Riverside Partners 1603,Corporate,Africa,Nigeria,RM_47,Valid,2024-04-24,2024-06-19,2025-02-04,Salesforce,Critical,Annual,37266510.02,-259
C101604,Mohammed Smith,Individual,North America,Canada,RM_20,Valid,2022-08-24,2022-10-24,2023-02-15,Manual Entry,Low,Annual,20445.78,-979
C101605,Greenfield Group 1605,Corporate,EMEA,United Kingdom,RM_46,Missing,2022-10-16,2023-03-26,2024-03-06,Manual Entry,Medium,Semi-Annual,18152323.03,-594
C101606,Riverside Ltd 1606,Corporate,Oceania,Australia,RM_48,Valid,2022-05-10,2022-10-18,2023-07-24,Manual Entry,Critical,Annual,45434067.44,-820
C101607,Horizon Holdings 1607,Corporate,EMEA,UAE,RM_20,Valid,2022-02-27,2022-07-23,2023-02-22,Manual Entry,Medium,Quarterly,17012925.1,-972
C101608,Greenfield Group 1608,Corporate,Oceania,New Zealand,RM_36,Valid,2024-07-15,2024-10-09,2024-11-13,Salesforce,Critical,Annual,28075947.05,-342
C101609,Atlas Partners 1609,Corporate,APAC,Japan,RM_35,Expired,2022-04-17,2022-04-30,2021-06-02,Batch Upload,Medium,Annual,46886246.86,-1602
C101610,Priya Johnson,Individual,LATAM,Colombia,RM_38,Valid,2024-04-19,2024-06-17,2025-11-01,Salesforce,Medium,Quarterly,227467.66,11
C101611,Horizon Holdings 1611,Corporate,North America,United States,RM_40,Valid,2024-03-08,2024-06-23,2024-08-19,Manual Entry,High,Semi-Annual,2764772.48,-428
C101612,Horizon Partners 1612,Corporate,LATAM,Brazil,RM_23,Valid,2022-03-03,2022-04-08,2023-07-19,Batch Upload,Critical,Quarterly,41427313.2,-825
C101613,Horizon Enterprises 1613,Corporate,EMEA,Netherlands,RM_21,Missing,2023-10-08,2024-03-17,2024-08-22,Batch Upload,Medium,Annual,3145992.22,-425
C101614,Atlas Ltd 1614,Corporate,Oceania,New Zealand,RM_25,Valid,2024-04-01,2024-08-08,2024-12-17,Batch Upload,Low,Annual,19407504.38,-308
C101615,Horizon Enterprises 1615,Corporate,EMEA,Germany,RM_28,Valid,2023-12-14,2024-03-29,2025-10-29,Salesforce,Medium,Annual,3887763.2,8
C101616,Atlas Corp 1616,Corporate,LATAM,Argentina,RM_24,Missing,2022-04-27,2022-05-18,2023-09-13,Batch Upload,High,Quarterly,27446392.31,-769
C101617,Riverside Corp 1617,Corporate,LATAM,Chile,RM_25,Valid,2024-07-07,2024-07-08,2025-08-23,Batch Upload,Medium,Quarterly,11121606.89,-59
C101618,Lee Singh,Individual,Africa,South Africa,RM_19,Valid,2024-09-07,2025-01-19,2025-12-10,Salesforce,Low,Quarterly,12384.23,50
C101619,Mohammed Johnson,Individual,EMEA,United Kingdom,RM_26,Valid,2023-05-01,2023-07-26,2025-01-26,Onboarding Portal,Low,Quarterly,77227.3,-268
C101620,Greenfield Group 1620,Corporate,North America,Mexico,RM_38,Valid,2022-12-03,2023-05-23,2024-08-13,Batch Upload,Critical,Annual,40350962.57,-434
C101621,Summit Enterprises 1621,Corporate,EMEA,United Kingdom,RM_36,Expired,2022-06-22,2022-10-27,2021-05-06,Batch Upload,High,Quarterly,34445639.57,-1629
C101622,Pioneer Corp 1622,Corporate,Oceania,New Zealand,RM_50,Expired,2023-02-19,2023-06-22,2021-10-13,Manual Entry,Medium,Semi-Annual,33794118.74,-1469
C101623,Chen Patel,Individual,Africa,Kenya,RM_18,Missing,2024-07-08,2024-12-25,2025-03-13,Manual Entry,Low,Annual,219986.26,-222
C101624,Atlas Group 1624,Corporate,Africa,Kenya,RM_05,Pending Review,2023-12-02,2024-06-18,2026-01-28,Salesforce,Critical,Semi-Annual,2848316.15,99
C101625,Alice Wang,Individual,North America,Mexico,RM_02,Valid,2022-01-30,2022-04-15,2023-05-11,Manual Entry,Low,Annual,242392.27,-894
C101626,Zenith Enterprises 1626,Corporate,EMEA,Netherlands,RM_25,Missing,2022-12-03,2023-04-17,2024-07-07,Salesforce,Low,Annual,7332901.14,-471
C101627,Summit LLC 1627,Corporate,Africa,South Africa,RM_06,Valid,2023-09-10,2023-12-15,2024-11-12,Onboarding Portal,High,Annual,12025184.77,-343
C101628,Greenfield Group 1628,Corporate,Oceania,New Zealand,RM_20,Valid,2023-08-06,2023-11-21,2025-04-16,Onboarding Portal,High,Annual,48675686.61,-188
C101629,Zenith Partners 1629,Corporate,APAC,Australia,RM_35,Valid,2023-10-23,2024-01-10,2024-04-17,Batch Upload,Low,Annual,3153315.8,-552
C101630,John Patel,Individual,EMEA,UAE,RM_09,Valid,2023-07-25,2023-09-23,2024-02-08,Batch Upload,Low,Annual,54051.55,-621
C101631,Horizon Holdings 1631,Corporate,EMEA,UAE,RM_33,Valid,2024-01-20,2024-02-27,2025-11-05,Batch Upload,Low,Annual,8564961.44,15
C101632,Pioneer Investments 1632,Corporate,LATAM,Colombia,RM_14,Expired,2022-06-09,2022-08-02,2022-03-03,Salesforce,High,Semi-Annual,44989775.07,-1328
C101633,Maria Garcia,Individual,APAC,India,RM_30,Valid,2022-04-27,2022-09-14,2023-03-08,Batch Upload,Medium,Semi-Annual,111814.4,-958
C101634,Lee Patel,Individual,Oceania,New Zealand,RM_33,Valid,2022-07-27,2022-11-17,2024-09-05,Salesforce,Low,Annual,152050.0,-411
C101635,Lee Garcia,Individual,APAC,Australia,RM_11,Expired,2024-07-20,2024-11-28,2022-08-07,Salesforce,Low,Semi-Annual,199692.54,-1171
C101636,Chen Smith,Individual,EMEA,France,RM_46,Valid,2022-07-25,2022-12-13,2024-03-11,Onboarding Portal,Low,Annual,93328.29,-589
C101637,Summit Holdings 1637,Corporate,APAC,China,RM_19,Valid,2023-05-14,2023-10-13,2024-04-28,Batch Upload,Low,Annual,11575154.74,-541
C101638,Chen Kumar,Individual,North America,Mexico,RM_22,Pending Review,2023-12-11,2023-12-27,2025-02-04,Onboarding Portal,Medium,Annual,205363.11,-259
C101639,Riverside Ltd 1639,Corporate,Africa,Nigeria,RM_50,Valid,2022-10-30,2023-03-31,2025-03-20,Batch Upload,High,Annual,18678815.53,-215
C101640,Horizon Group 1640,Corporate,Africa,Nigeria,RM_45,Valid,2024-03-05,2024-08-17,2025-04-01,Manual Entry,Medium,Semi-Annual,13030174.72,-203
C101641,Atlas Ltd 1641,Corporate,Oceania,Australia,RM_44,Expired,2023-01-29,2023-07-10,2022-05-26,Salesforce,Medium,Annual,7911901.24,-1244
C101642,Zenith Ltd 1642,Corporate,Oceania,Australia,RM_33,Valid,2022-12-20,2022-12-24,2024-01-15,Onboarding Portal,Medium,Quarterly,2367149.71,-645
C101643,Atlas Holdings 1643,Corporate,APAC,China,RM_31,Valid,2022-03-20,2022-09-30,2023-12-25,Manual Entry,Low,Annual,2887856.9,-666
C101644,Priya Patel,Individual,Africa,Kenya,RM_10,Expired,2024-01-18,2024-03-24,2023-04-20,Manual Entry,Low,Annual,152217.45,-915
C101645,Atlas Investments 1645,Corporate,Africa,South Africa,RM_18,Valid,2024-01-17,2024-01-18,2025-03-26,Batch Upload,Low,Semi-Annual,11776275.88,-209
C101646,John Patel,Individual,Oceania,New Zealand,RM_14,Valid,2023-10-21,2024-05-07,2024-11-08,Batch Upload,Low,Semi-Annual,77584.69,-347
C101647,Priya Garcia,Individual,EMEA,France,RM_04,Expired,2022-07-31,2022-11-23,2022-05-03,Onboarding Portal,Low,Semi-Annual,173799.11,-1267
C101648,Acme LLC 1648,Corporate,LATAM,Colombia,RM_50,Valid,2022-11-09,2023-04-10,2024-11-04,Salesforce,Critical,Annual,22480019.64,-351
C101649,Summit Investments 1649,Corporate,EMEA,United Kingdom,RM_10,Valid,2024-04-30,2024-07-25,2026-01-08,Salesforce,Medium,Semi-Annual,26024859.95,79
C101650,Riverside LLC 1650,Corporate,Oceania,New Zealand,RM_27,Valid,2024-04-26,2024-09-21,2026-08-27,Manual Entry,High,Semi-Annual,48473532.62,310
C101651,Carlos Kumar,Individual,EMEA,Netherlands,RM_04,Valid,2024-08-21,2024-11-18,2026-10-10,Salesforce,Medium,Semi-Annual,30159.9,354
C101652,Atlas Partners 1652,Corporate,Oceania,Australia,RM_48,Valid,2024-07-09,2024-11-30,2025-07-03,Salesforce,High,Quarterly,39546366.33,-110
C101653,Atlas Group 1653,Corporate,Oceania,Australia,RM_49,Expired,2022-10-31,2022-11-18,2021-09-07,Onboarding Portal,Critical,Annual,23691417.67,-1505
C101654,Acme Corp 1654,Corporate,EMEA,United Kingdom,RM_33,Valid,2022-01-09,2022-06-21,2022-08-22,Onboarding Portal,High,Semi-Annual,26438749.55,-1156
C101655,Zenith Ltd 1655,Corporate,APAC,Japan,RM_12,Valid,2023-02-23,2023-06-22,2023-07-29,Salesforce,Critical,Annual,22820795.85,-815
C101656,Pioneer Ltd 1656,Corporate,EMEA,Netherlands,RM_11,Expired,2023-11-08,2024-02-17,2021-10-15,Onboarding Portal,Medium,Annual,5851689.8,-1467
C101657,Riverside Group 1657,Corporate,North America,United States,RM_38,Expired,2023-04-13,2023-04-21,2023-04-06,Salesforce,Critical,Semi-Annual,34167099.69,-929
C101658,Greenfield Enterprises 1658,Corporate,Oceania,Australia,RM_10,Valid,2022-11-11,2022-12-20,2024-07-24,Manual Entry,High,Quarterly,48135992.57,-454
C101659,Priya Singh,Individual,Africa,South Africa,RM_32,Valid,2024-01-17,2024-02-12,2024-07-19,Batch Upload,Low,Annual,224271.44,-459
C101660,Greenfield Group 1660,Corporate,APAC,Singapore,RM_16,Valid,2023-05-12,2023-11-25,2025-03-03,Onboarding Portal,Medium,Annual,14977766.98,-232
C101661,Atlas Ltd 1661,Corporate,APAC,India,RM_08,Valid,2023-06-27,2023-12-12,2025-10-01,Manual Entry,Medium,Annual,9803181.65,-20
C101662,John Kumar,Individual,EMEA,Netherlands,RM_11,Valid,2022-11-02,2023-01-11,2023-12-12,Salesforce,Low,Annual,21877.19,-679
C101663,Pioneer Corp 1663,Corporate,Africa,South Africa,RM_13,Valid,2024-02-26,2024-06-10,2024-12-30,Manual Entry,Medium,Quarterly,1448958.68,-295
C101664,Horizon Group 1664,Corporate,EMEA,Germany,RM_01,Valid,2023-10-14,2023-11-10,2024-01-11,Onboarding Portal,Critical,Annual,44807809.18,-649
C101665,Greenfield Group 1665,Corporate,APAC,Japan,RM_14,Valid,2022-07-04,2022-10-15,2024-03-28,Batch Upload,Medium,Annual,34191043.55,-572
C101666,Pioneer Group 1666,Corporate,Oceania,Australia,RM_16,Valid,2024-07-07,2024-10-28,2025-12-31,Onboarding Portal,High,Annual,45816095.84,71
C101667,Riverside Holdings 1667,Corporate,EMEA,France,RM_12,Valid,2023-10-14,2024-03-30,2026-03-20,Onboarding Portal,Medium,Annual,23623346.32,150
C101668,Horizon Investments 1668,Corporate,Africa,Egypt,RM_03,Valid,2024-01-23,2024-05-18,2024-09-30,Batch Upload,Low,Annual,17113891.38,-386
C101669,Atlas Group 1669,Corporate,North America,Mexico,RM_09,Valid,2022-12-29,2023-03-28,2024-01-02,Salesforce,Medium,Annual,32746002.61,-658
C101670,Horizon Ltd 1670,Corporate,Oceania,Australia,RM_35,Valid,2024-07-06,2024-09-03,2025-12-01,Salesforce,Critical,Annual,36455589.0,41
C101671,Horizon Corp 1671,Corporate,EMEA,France,RM_32,Expired,2023-12-25,2024-04-19,2022-11-27,Batch Upload,Medium,Annual,41347454.77,-1059
C101672,Zenith Enterprises 1672,Corporate,Africa,Nigeria,RM_50,Valid,2022-08-31,2022-11-01,2023-07-29,Manual Entry,High,Annual,24836294.69,-815
C101673,Atlas Group 1673,Corporate,APAC,Singapore,RM_22,Valid,2022-02-19,2022-07-20,2023-03-19,Batch Upload,High,Annual,45195661.15,-947
C101674,Pioneer LLC 1674,Corporate,Africa,Nigeria,RM_50,Valid,2022-03-01,2022-04-01,2023-02-06,Onboarding Portal,Medium,Annual,24167238.59,-988
C101675,Greenfield Partners 1675,Corporate,Oceania,Australia,RM_38,Valid,2024-07-26,2024-10-31,2026-03-25,Onboarding Portal,High,Annual,43202320.25,155
C101676,Maria Smith,Individual,North America,United States,RM_48,Valid,2024-06-05,2024-07-25,2025-12-17,Manual Entry,Medium,Quarterly,24132.21,57
C101677,Summit Enterprises 1677,Corporate,Oceania,New Zealand,RM_03,Valid,2024-08-30,2025-02-01,2025-12-26,Batch Upload,Medium,Semi-Annual,26741341.05,66
C101678,Riverside Ltd 1678,Corporate,EMEA,United Kingdom,RM_48,Missing,2023-07-05,2023-09-12,2024-10-08,Manual Entry,High,Quarterly,37307069.89,-378
C101679,Lee Singh,Individual,Africa,Kenya,RM_49,Valid,2024-02-28,2024-05-09,2025-06-03,Batch Upload,Low,Semi-Annual,178326.29,-140
C101680,Carlos Kumar,Individual,APAC,China,RM_01,Valid,2022-11-19,2023-02-18,2023-12-05,Salesforce,Medium,Semi-Annual,59436.34,-686
C101681,Chen Patel,Individual,Africa,South Africa,RM_35,Valid,2022-10-11,2023-02-26,2023-11-09,Batch Upload,Medium,Quarterly,54790.75,-712
C101682,Zenith Ltd 1682,Corporate,North America,Canada,RM_03,Expired,2022-04-21,2022-08-27,2021-03-19,Manual Entry,Medium,Annual,37965924.39,-1677
C101683,Horizon LLC 1683,Corporate,North America,Canada,RM_05,Valid,2024-04-20,2024-06-12,2025-01-05,Manual Entry,Medium,Quarterly,11862086.41,-289
C101684,Greenfield Partners 1684,Corporate,APAC,Australia,RM_36,Valid,2023-06-11,2023-10-06,2024-02-19,Manual Entry,Medium,Annual,10841081.26,-610
C101685,Pioneer Partners 1685,Corporate,Oceania,Australia,RM_31,Valid,2024-01-17,2024-05-08,2025-03-10,Batch Upload,Critical,Semi-Annual,31007961.43,-225
C101686,John Kumar,Individual,EMEA,Netherlands,RM_10,Valid,2022-12-06,2022-12-08,2024-03-21,Manual Entry,Low,Semi-Annual,192841.67,-579
C101687,Acme Ltd 1687,Corporate,LATAM,Brazil,RM_38,Valid,2024-07-29,2025-02-14,2025-06-05,Onboarding Portal,High,Semi-Annual,28896587.51,-138
C101688,Greenfield Investments 1688,Corporate,LATAM,Colombia,RM_01,Expired,2022-12-30,2023-04-08,2022-11-09,Manual Entry,Medium,Semi-Annual,11061796.36,-1077
C101689,Riverside Partners 1689,Corporate,Africa,Nigeria,RM_04,Valid,2024-05-18,2024-10-05,2025-06-05,Salesforce,Medium,Quarterly,30997780.35,-138
C101690,Lee Garcia,Individual,EMEA,France,RM_32,Valid,2024-05-15,2024-08-29,2025-10-15,Manual Entry,Low,Annual,173550.59,-6
C101691,Carlos Garcia,Individual,APAC,China,RM_46,Valid,2022-01-06,2022-03-30,2023-05-13,Batch Upload,Medium,Annual,68253.55,-892
C101692,Horizon Partners 1692,Corporate,EMEA,Germany,RM_49,Valid,2022-09-07,2023-02-18,2024-01-02,Batch Upload,High,Annual,40413870.69,-658
C101693,Summit Group 1693,Corporate,EMEA,France,RM_23,Valid,2022-09-15,2023-01-28,2023-11-29,Batch Upload,High,Annual,1453207.87,-692
C101694,Summit Holdings 1694,Corporate,APAC,Japan,RM_43,Valid,2024-08-14,2025-01-04,2026-07-18,Batch Upload,Medium,Annual,41012403.38,270
C101695,Mohammed Wang,Individual,LATAM,Colombia,RM_12,Valid,2023-07-01,2023-07-31,2023-09-05,Salesforce,Critical,Quarterly,137145.88,-777
C101696,Atlas LLC 1696,Corporate,EMEA,UAE,RM_21,Valid,2024-01-15,2024-01-23,2024-06-28,Batch Upload,High,Annual,11340974.01,-480
C101697,Maria Garcia,Individual,LATAM,Brazil,RM_28,Valid,2023-06-24,2023-10-18,2024-05-28,Salesforce,Low,Quarterly,25965.16,-511
C101698,Mohammed Kumar,Individual,APAC,Australia,RM_43,Valid,2022-11-16,2023-01-07,2024-04-09,Onboarding Portal,Low,Annual,183693.19,-560
C101699,Riverside Investments 1699,Corporate,EMEA,UAE,RM_20,Valid,2022-07-20,2023-02-02,2024-04-16,Manual Entry,Low,Annual,2214232.05,-553
C101700,Zenith Corp 1700,Corporate,Africa,Kenya,RM_47,Valid,2023-02-02,2023-05-28,2023-11-30,Batch Upload,Medium,Annual,36748076.65,-691
C101701,Atlas Investments 1701,Corporate,Africa,South Africa,RM_03,Pending Review,2022-06-15,2022-07-14,2023-02-13,Batch Upload,Critical,Annual,22284502.37,-981
C101702,Acme Group 1702,Corporate,LATAM,Argentina,RM_04,Pending Review,2024-04-28,2024-10-26,2026-05-23,Manual Entry,Medium,Annual,1526932.87,214
C101703,Lee Wang,Individual,EMEA,Germany,RM_10,Missing,2024-06-29,2024-12-04,2025-09-05,Manual Entry,Low,Semi-Annual,210090.59,-46
C101704,Summit Corp 1704,Corporate,EMEA,Germany,RM_08,Valid,2022-01-29,2022-02-18,2023-09-01,Onboarding Portal,Critical,Semi-Annual,38345219.14,-781
C101705,John Johnson,Individual,EMEA,Germany,RM_49,Valid,2022-10-31,2023-01-23,2024-09-05,Salesforce,Low,Annual,44547.99,-411
C101706,Atlas LLC 1706,Corporate,APAC,India,RM_05,Valid,2023-10-30,2024-02-10,2025-06-21,Batch Upload,Low,Semi-Annual,17524800.84,-122
C101707,Zenith Corp 1707,Corporate,APAC,Singapore,RM_14,Valid,2022-09-02,2022-12-02,2024-05-03,Salesforce,Medium,Quarterly,32369378.02,-536
C101708,Lee Johnson,Individual,APAC,China,RM_42,Valid,2023-02-09,2023-05-30,2025-05-08,Manual Entry,Low,Annual,181529.59,-166
C101709,Zenith Investments 1709,Corporate,APAC,China,RM_44,Valid,2023-10-05,2023-12-03,2025-09-11,Batch Upload,Medium,Annual,43907652.6,-40
C101710,Atlas Partners 1710,Corporate,North America,Mexico,RM_26,Expired,2023-03-06,2023-06-19,2022-09-16,Manual Entry,Medium,Quarterly,17996025.08,-1131
C101711,Lee Patel,Individual,North America,Mexico,RM_02,Valid,2023-05-01,2023-08-12,2025-01-18,Salesforce,Medium,Annual,113434.81,-276
C101712,Atlas Ltd 1712,Corporate,LATAM,Brazil,RM_26,Valid,2022-05-14,2022-06-18,2023-11-17,Batch Upload,High,Annual,6531573.16,-704
C101713,Greenfield Investments 1713,Corporate,Africa,Egypt,RM_28,Valid,2022-03-30,2022-05-10,2022-12-31,Manual Entry,High,Annual,26181033.27,-1025
C101714,Zenith LLC 1714,Corporate,North America,Mexico,RM_20,Valid,2022-08-28,2022-11-30,2023-05-27,Manual Entry,Critical,Annual,22047444.91,-878
C101715,Summit Investments 1715,Corporate,LATAM,Brazil,RM_48,Valid,2022-02-19,2022-03-05,2023-10-09,Onboarding Portal,Medium,Quarterly,48203892.0,-743
C101716,Maria Garcia,Individual,Oceania,New Zealand,RM_31,Expired,2023-10-15,2024-03-25,2023-04-02,Batch Upload,Critical,Semi-Annual,219655.64,-933
C101717,Lee Singh,Individual,Oceania,Australia,RM_10,Pending Review,2022-05-25,2022-07-22,2023-01-12,Batch Upload,Low,Annual,201893.39,-1013
C101718,Maria Garcia,Individual,APAC,Australia,RM_04,Valid,2024-04-13,2024-05-14,2024-07-13,Manual Entry,Low,Annual,243603.93,-465
C101719,Acme Group 1719,Corporate,Africa,Nigeria,RM_30,Valid,2023-06-02,2023-10-23,2024-07-21,Manual Entry,Medium,Annual,8526646.93,-457
C101720,Maria Singh,Individual,Africa,South Africa,RM_38,Valid,2022-09-22,2023-01-23,2023-04-18,Batch Upload,Low,Quarterly,76641.27,-917
C101721,Zenith Holdings 1721,Corporate,APAC,Australia,RM_14,Valid,2022-08-06,2022-12-09,2023-10-16,Salesforce,Critical,Semi-Annual,29590248.91,-736
C101722,Pioneer Group 1722,Corporate,APAC,China,RM_11,Valid,2024-06-16,2024-11-29,2025-04-26,Batch Upload,Medium,Semi-Annual,31721379.2,-178
C101723,Atlas Enterprises 1723,Corporate,Oceania,New Zealand,RM_18,Missing,2022-07-30,2022-11-10,2023-06-20,Salesforce,Medium,Semi-Annual,40765121.39,-854
C101724,Chen Wang,Individual,North America,Canada,RM_20,Valid,2024-01-19,2024-03-21,2025-03-01,Batch Upload,Low,Semi-Annual,42058.61,-234
C101725,Priya Garcia,Individual,Oceania,Australia,RM_31,Valid,2023-05-03,2023-11-09,2024-09-16,Onboarding Portal,Low,Annual,140383.53,-400
C101726,Pioneer Corp 1726,Corporate,LATAM,Chile,RM_24,Missing,2023-11-05,2023-12-02,2024-11-06,Manual Entry,Critical,Annual,44798784.35,-349
C101727,Maria Johnson,Individual,APAC,Japan,RM_34,Valid,2023-10-11,2023-10-15,2024-09-28,Batch Upload,Low,Annual,93800.37,-388
C101728,Mohammed Johnson,Individual,Africa,Kenya,RM_23,Valid,2022-06-20,2022-08-06,2023-01-18,Salesforce,Low,Annual,222743.33,-1007
C101729,Horizon Corp 1729,Corporate,North America,United States,RM_40,Valid,2024-02-12,2024-05-24,2025-01-10,Manual Entry,High,Quarterly,44045996.89,-284
C101730,Riverside Ltd 1730,Corporate,APAC,Japan,RM_43,Missing,2023-02-11,2023-03-13,2023-10-23,Salesforce,High,Annual,24851035.83,-729
C101731,Mohammed Singh,Individual,LATAM,Brazil,RM_16,Valid,2023-05-12,2023-11-04,2024-07-03,Onboarding Portal,Low,Annual,143772.16,-475
C101732,Summit Enterprises 1732,Corporate,Oceania,Australia,RM_30,Valid,2023-12-15,2023-12-27,2024-12-18,Salesforce,Critical,Annual,26500793.25,-307
C101733,Acme Corp 1733,Corporate,LATAM,Brazil,RM_02,Expired,2023-03-12,2023-04-13,2021-04-13,Manual Entry,Low,Annual,15866245.54,-1652
C101734,Atlas Enterprises 1734,Corporate,LATAM,Brazil,RM_37,Valid,2023-10-15,2024-02-07,2025-05-08,Onboarding Portal,Medium,Annual,30269430.48,-166
C101735,Greenfield Ltd 1735,Corporate,LATAM,Argentina,RM_21,Valid,2022-03-05,2022-08-12,2024-03-10,Salesforce,Medium,Annual,33101884.34,-590
C101736,Riverside Holdings 1736,Corporate,APAC,India,RM_31,Missing,2023-03-28,2023-09-18,2024-03-29,Batch Upload,Critical,Semi-Annual,41501149.9,-571
C101737,Summit LLC 1737,Corporate,Oceania,New Zealand,RM_11,Valid,2022-09-25,2023-01-23,2024-03-03,Batch Upload,High,Semi-Annual,27974928.24,-597
C101738,Greenfield Partners 1738,Corporate,Oceania,New Zealand,RM_15,Valid,2023-06-14,2023-06-16,2025-04-22,Batch Upload,Low,Annual,16243588.12,-182
C101739,Carlos Wang,Individual,Oceania,Australia,RM_37,Valid,2022-01-17,2022-07-06,2023-10-21,Batch Upload,Critical,Annual,132870.27,-731
C101740,Horizon Holdings 1740,Corporate,Oceania,New Zealand,RM_33,Valid,2023-02-22,2023-08-22,2023-12-11,Salesforce,High,Annual,43157932.07,-680
C101741,Atlas Ltd 1741,Corporate,EMEA,United Kingdom,RM_21,Valid,2024-03-20,2024-06-11,2025-03-21,Manual Entry,Medium,Annual,27171483.25,-214
C101742,Summit Corp 1742,Corporate,Oceania,Australia,RM_13,Pending Review,2023-11-01,2023-11-12,2025-08-02,Manual Entry,High,Semi-Annual,31482449.5,-80
C101743,Horizon Holdings 1743,Corporate,LATAM,Brazil,RM_16,Valid,2022-07-10,2022-12-24,2024-08-03,Onboarding Portal,Medium,Annual,12042972.29,-444
C101744,Maria Garcia,Individual,Africa,Egypt,RM_13,Valid,2024-08-14,2024-10-18,2024-11-21,Batch Upload,Low,Annual,53084.57,-334
C101745,Atlas Investments 1745,Corporate,APAC,China,RM_08,Valid,2023-12-31,2024-01-21,2025-11-05,Salesforce,High,Annual,46985162.43,15
C101746,Pioneer LLC 1746,Corporate,North America,United States,RM_14,Valid,2022-09-09,2022-10-02,2023-12-08,Batch Upload,Medium,Annual,14035492.11,-683
C101747,Greenfield Ltd 1747,Corporate,Oceania,Australia,RM_26,Valid,2023-03-22,2023-09-19,2023-10-20,Salesforce,Low,Annual,3704573.4,-732
C101748,Chen Wang,Individual,Africa,Kenya,RM_48,Valid,2022-12-19,2023-01-17,2023-08-23,Manual Entry,Medium,Annual,10481.18,-790
C101749,Zenith Corp 1749,Corporate,APAC,Singapore,RM_35,Valid,2022-11-02,2023-02-12,2024-10-20,Batch Upload,Critical,Semi-Annual,35007944.91,-366
C101750,Lee Garcia,Individual,North America,United States,RM_05,Valid,2024-08-17,2025-01-14,2026-05-05,Batch Upload,Low,Annual,158856.75,196
C101751,Pioneer Holdings 1751,Corporate,North America,United States,RM_19,Valid,2024-08-01,2025-01-25,2026-02-04,Manual Entry,Critical,Annual,20301200.5,106
C101752,John Patel,Individual,EMEA,France,RM_40,Expired,2024-06-07,2024-09-01,2023-09-30,Salesforce,Low,Annual,220724.91,-752
C101753,John Wang,Individual,Africa,Nigeria,RM_46,Valid,2022-03-22,2022-04-10,2023-07-01,Manual Entry,Low,Annual,186583.96,-843
C101754,Zenith Corp 1754,Corporate,North America,Canada,RM_34,Valid,2024-07-31,2024-12-16,2026-01-20,Batch Upload,High,Semi-Annual,46077004.13,91
C101755,Mohammed Garcia,Individual,EMEA,Netherlands,RM_46,Valid,2022-05-04,2022-09-25,2024-01-06,Salesforce,Medium,Semi-Annual,112994.4,-654
C101756,Horizon Ltd 1756,Corporate,North America,Canada,RM_05,Pending Review,2024-08-18,2024-11-21,2025-02-23,Batch Upload,Medium,Annual,49631438.3,-240
